,date,tobs,year,month,month_name
0,2010-06-01,78.0,2010,06,June
1,2010-06-02,76.0,2010,06,June
2,2010-06-03,78.0,2010,06,June
3,2010-06-04,76.0,2010,06,June
4,2010-06-05,77.0,2010,06,June
5,2010-06-06,78.0,2010,06,June
6,2010-06-07,77.0,2010,06,June
7,2010-06-08,78.0,2010,06,June
8,2010-06-09,78.0,2010,06,June
9,2010-06-10,79.0,2010,06,June
10,2010-06-11,78.0,2010,06,June
11,2010-06-12,78.0,2010,06,June
12,2010-06-13,78.0,2010,06,June
13,2010-06-14,77.0,2010,06,June
14,2010-06-15,78.0,2010,06,June
15,2010-06-16,78.0,2010,06,June
16,2010-06-17,77.0,2010,06,June
17,2010-06-18,77.0,2010,06,June
18,2010-06-19,82.0,2010,06,June
19,2010-06-20,78.0,2010,06,June
20,2010-06-21,78.0,2010,06,June
21,2010-06-22,78.0,2010,06,June
22,2010-06-23,78.0,2010,06,June
23,2010-06-24,78.0,2010,06,June
24,2010-06-25,77.0,2010,06,June
25,2010-06-26,76.0,2010,06,June
26,2010-06-27,78.0,2010,06,June
27,2010-06-28,78.0,2010,06,June
28,2010-06-29,78.0,2010,06,June
29,2010-06-30,78.0,2010,06,June
30,2010-12-01,76.0,2010,12,December
31,2010-12-03,74.0,2010,12,December
32,2010-12-04,74.0,2010,12,December
33,2010-12-06,64.0,2010,12,December
34,2010-12-07,64.0,2010,12,December
35,2010-12-08,67.0,2010,12,December
36,2010-12-09,77.0,2010,12,December
37,2010-12-10,66.0,2010,12,December
38,2010-12-11,69.0,2010,12,December
39,2010-12-12,68.0,2010,12,December
40,2010-12-13,68.0,2010,12,December
41,2010-12-14,71.0,2010,12,December
42,2010-12-15,74.0,2010,12,December
43,2010-12-16,67.0,2010,12,December
44,2010-12-17,66.0,2010,12,December
45,2010-12-18,69.0,2010,12,December
46,2010-12-19,71.0,2010,12,December
47,2010-12-23,70.0,2010,12,December
48,2010-12-24,70.0,2010,12,December
49,2010-12-26,74.0,2010,12,December
50,2010-12-27,74.0,2010,12,December
51,2010-12-28,71.0,2010,12,December
52,2010-12-29,75.0,2010,12,December
53,2010-12-30,75.0,2010,12,December
54,2010-12-31,72.0,2010,12,December
55,2011-06-01,77.0,2011,06,June
56,2011-06-02,78.0,2011,06,June
57,2011-06-03,73.0,2011,06,June
58,2011-06-04,70.0,2011,06,June
59,2011-06-05,76.0,2011,06,June
60,2011-06-06,77.0,2011,06,June
61,2011-06-07,77.0,2011,06,June
62,2011-06-08,77.0,2011,06,June
63,2011-06-09,77.0,2011,06,June
64,2011-06-10,78.0,2011,06,June
65,2011-06-11,77.0,2011,06,June
66,2011-06-12,77.0,2011,06,June
67,2011-06-13,78.0,2011,06,June
68,2011-06-14,78.0,2011,06,June
69,2011-06-15,77.0,2011,06,June
70,2011-06-17,78.0,2011,06,June
71,2011-06-18,78.0,2011,06,June
72,2011-06-19,75.0,2011,06,June
73,2011-06-20,76.0,2011,06,June
74,2011-06-21,76.0,2011,06,June
75,2011-06-24,77.0,2011,06,June
76,2011-06-25,78.0,2011,06,June
77,2011-06-26,76.0,2011,06,June
78,2011-06-27,77.0,2011,06,June
79,2011-06-28,75.0,2011,06,June
80,2011-06-29,77.0,2011,06,June
81,2011-12-01,69.0,2011,12,December
82,2011-12-02,68.0,2011,12,December
83,2011-12-03,73.0,2011,12,December
84,2011-12-04,74.0,2011,12,December
85,2011-12-05,73.0,2011,12,December
86,2011-12-06,73.0,2011,12,December
87,2011-12-07,73.0,2011,12,December
88,2011-12-08,73.0,2011,12,December
89,2011-12-09,71.0,2011,12,December
90,2011-12-10,73.0,2011,12,December
91,2011-12-11,73.0,2011,12,December
92,2011-12-12,77.0,2011,12,December
93,2011-12-13,72.0,2011,12,December
94,2011-12-14,71.0,2011,12,December
95,2011-12-15,73.0,2011,12,December
96,2011-12-16,70.0,2011,12,December
97,2011-12-17,73.0,2011,12,December
98,2011-12-18,69.0,2011,12,December
99,2011-12-19,74.0,2011,12,December
100,2011-12-20,72.0,2011,12,December
101,2011-12-21,71.0,2011,12,December
102,2011-12-22,72.0,2011,12,December
103,2011-12-23,72.0,2011,12,December
104,2011-12-24,70.0,2011,12,December
105,2011-12-25,73.0,2011,12,December
106,2011-12-26,73.0,2011,12,December
107,2011-12-27,72.0,2011,12,December
108,2011-12-28,73.0,2011,12,December
109,2011-12-29,73.0,2011,12,December
110,2011-12-30,72.0,2011,12,December
111,2011-12-31,63.0,2011,12,December
112,2012-06-01,76.0,2012,06,June
113,2012-06-02,76.0,2012,06,June
114,2012-06-03,75.0,2012,06,June
115,2012-06-04,77.0,2012,06,June
116,2012-06-05,77.0,2012,06,June
117,2012-06-06,76.0,2012,06,June
118,2012-06-07,78.0,2012,06,June
119,2012-06-08,77.0,2012,06,June
120,2012-06-09,76.0,2012,06,June
121,2012-06-10,77.0,2012,06,June
122,2012-06-11,76.0,2012,06,June
123,2012-06-12,76.0,2012,06,June
124,2012-06-13,77.0,2012,06,June
125,2012-06-14,77.0,2012,06,June
126,2012-06-15,78.0,2012,06,June
127,2012-06-16,77.0,2012,06,June
128,2012-06-17,77.0,2012,06,June
129,2012-06-18,77.0,2012,06,June
130,2012-06-19,76.0,2012,06,June
131,2012-06-20,75.0,2012,06,June
132,2012-06-21,76.0,2012,06,June
133,2012-06-22,76.0,2012,06,June
134,2012-06-23,77.0,2012,06,June
135,2012-06-24,76.0,2012,06,June
136,2012-06-25,73.0,2012,06,June
137,2012-06-26,73.0,2012,06,June
138,2012-06-27,75.0,2012,06,June
139,2012-06-28,77.0,2012,06,June
140,2012-06-29,76.0,2012,06,June
141,2012-06-30,77.0,2012,06,June
142,2012-12-01,65.0,2012,12,December
143,2012-12-02,71.0,2012,12,December
144,2012-12-03,76.0,2012,12,December
145,2012-12-04,70.0,2012,12,December
146,2012-12-05,76.0,2012,12,December
147,2012-12-06,69.0,2012,12,December
148,2012-12-07,69.0,2012,12,December
149,2012-12-08,69.0,2012,12,December
150,2012-12-09,74.0,2012,12,December
151,2012-12-10,76.0,2012,12,December
152,2012-12-11,74.0,2012,12,December
153,2012-12-12,73.0,2012,12,December
154,2012-12-13,73.0,2012,12,December
155,2012-12-14,74.0,2012,12,December
156,2012-12-15,73.0,2012,12,December
157,2012-12-16,73.0,2012,12,December
158,2012-12-17,73.0,2012,12,December
159,2012-12-18,74.0,2012,12,December
160,2012-12-19,74.0,2012,12,December
161,2012-12-20,71.0,2012,12,December
162,2012-12-21,73.0,2012,12,December
163,2012-12-22,72.0,2012,12,December
164,2012-12-23,64.0,2012,12,December
165,2012-12-24,66.0,2012,12,December
166,2012-12-26,73.0,2012,12,December
167,2012-12-27,72.0,2012,12,December
168,2012-12-28,65.0,2012,12,December
169,2012-12-29,64.0,2012,12,December
170,2012-12-30,69.0,2012,12,December
171,2012-12-31,68.0,2012,12,December
172,2013-06-01,79.0,2013,06,June
173,2013-06-02,78.0,2013,06,June
174,2013-06-03,79.0,2013,06,June
175,2013-06-04,78.0,2013,06,June
176,2013-06-05,78.0,2013,06,June
177,2013-06-06,79.0,2013,06,June
178,2013-06-07,77.0,2013,06,June
179,2013-06-08,77.0,2013,06,June
180,2013-06-09,77.0,2013,06,June
181,2013-06-10,77.0,2013,06,June
182,2013-06-11,77.0,2013,06,June
183,2013-06-12,78.0,2013,06,June
184,2013-06-13,77.0,2013,06,June
185,2013-06-14,76.0,2013,06,June
186,2013-06-15,78.0,2013,06,June
187,2013-06-16,78.0,2013,06,June
188,2013-06-17,77.0,2013,06,June
189,2013-06-18,78.0,2013,06,June
190,2013-06-19,78.0,2013,06,June
191,2013-06-20,73.0,2013,06,June
192,2013-06-21,76.0,2013,06,June
193,2013-06-22,77.0,2013,06,June
194,2013-06-23,75.0,2013,06,June
195,2013-06-24,76.0,2013,06,June
196,2013-06-25,74.0,2013,06,June
197,2013-06-26,75.0,2013,06,June
198,2013-06-27,77.0,2013,06,June
199,2013-06-28,76.0,2013,06,June
200,2013-06-29,77.0,2013,06,June
201,2013-06-30,78.0,2013,06,June
202,2013-12-01,77.0,2013,12,December
203,2013-12-02,71.0,2013,12,December
204,2013-12-03,71.0,2013,12,December
205,2013-12-04,69.0,2013,12,December
206,2013-12-05,68.0,2013,12,December
207,2013-12-06,68.0,2013,12,December
208,2013-12-07,69.0,2013,12,December
209,2013-12-08,70.0,2013,12,December
210,2013-12-09,72.0,2013,12,December
211,2013-12-10,76.0,2013,12,December
212,2013-12-11,75.0,2013,12,December
213,2013-12-12,69.0,2013,12,December
214,2013-12-13,71.0,2013,12,December
215,2013-12-14,71.0,2013,12,December
216,2013-12-15,71.0,2013,12,December
217,2013-12-16,68.0,2013,12,December
218,2013-12-17,65.0,2013,12,December
219,2013-12-18,70.0,2013,12,December
220,2013-12-19,69.0,2013,12,December
221,2013-12-20,69.0,2013,12,December
222,2013-12-21,71.0,2013,12,December
223,2013-12-22,67.0,2013,12,December
224,2013-12-23,73.0,2013,12,December
225,2013-12-24,74.0,2013,12,December
226,2013-12-25,73.0,2013,12,December
227,2013-12-26,67.0,2013,12,December
228,2013-12-27,74.0,2013,12,December
229,2013-12-28,75.0,2013,12,December
230,2013-12-29,75.0,2013,12,December
231,2013-12-30,74.0,2013,12,December
232,2013-12-31,67.0,2013,12,December
233,2014-06-01,79.0,2014,06,June
234,2014-06-02,77.0,2014,06,June
235,2014-06-03,78.0,2014,06,June
236,2014-06-04,79.0,2014,06,June
237,2014-06-05,78.0,2014,06,June
238,2014-06-06,78.0,2014,06,June
239,2014-06-07,78.0,2014,06,June
240,2014-06-08,78.0,2014,06,June
241,2014-06-09,79.0,2014,06,June
242,2014-06-10,79.0,2014,06,June
243,2014-06-11,82.0,2014,06,June
244,2014-06-12,80.0,2014,06,June
245,2014-06-13,79.0,2014,06,June
246,2014-06-14,79.0,2014,06,June
247,2014-06-15,78.0,2014,06,June
248,2014-06-16,78.0,2014,06,June
249,2014-06-17,77.0,2014,06,June
250,2014-06-18,78.0,2014,06,June
251,2014-06-19,78.0,2014,06,June
252,2014-06-20,73.0,2014,06,June
253,2014-06-21,75.0,2014,06,June
254,2014-06-22,75.0,2014,06,June
255,2014-06-23,76.0,2014,06,June
256,2014-06-24,84.0,2014,06,June
257,2014-06-25,79.0,2014,06,June
258,2014-06-26,76.0,2014,06,June
259,2014-06-27,79.0,2014,06,June
260,2014-06-28,79.0,2014,06,June
261,2014-06-29,77.0,2014,06,June
262,2014-06-30,79.0,2014,06,June
263,2014-12-01,73.0,2014,12,December
264,2014-12-02,73.0,2014,12,December
265,2014-12-03,71.0,2014,12,December
266,2014-12-04,72.0,2014,12,December
267,2014-12-05,71.0,2014,12,December
268,2014-12-06,68.0,2014,12,December
269,2014-12-07,65.0,2014,12,December
270,2014-12-08,69.0,2014,12,December
271,2014-12-09,70.0,2014,12,December
272,2014-12-10,70.0,2014,12,December
273,2014-12-11,74.0,2014,12,December
274,2014-12-12,71.0,2014,12,December
275,2014-12-13,74.0,2014,12,December
276,2014-12-14,73.0,2014,12,December
277,2014-12-15,72.0,2014,12,December
278,2014-12-16,74.0,2014,12,December
279,2014-12-17,72.0,2014,12,December
280,2014-12-18,74.0,2014,12,December
281,2014-12-19,75.0,2014,12,December
282,2014-12-20,74.0,2014,12,December
283,2014-12-21,70.0,2014,12,December
284,2014-12-22,74.0,2014,12,December
285,2014-12-23,70.0,2014,12,December
286,2014-12-24,66.0,2014,12,December
287,2014-12-25,61.0,2014,12,December
288,2014-12-26,63.0,2014,12,December
289,2014-12-27,63.0,2014,12,December
290,2014-12-28,63.0,2014,12,December
291,2014-12-29,63.0,2014,12,December
292,2014-12-30,67.0,2014,12,December
293,2014-12-31,56.0,2014,12,December
294,2015-06-01,78.0,2015,06,June
295,2015-06-02,78.0,2015,06,June
296,2015-06-03,79.0,2015,06,June
297,2015-06-04,77.0,2015,06,June
298,2015-06-05,79.0,2015,06,June
299,2015-06-06,78.0,2015,06,June
300,2015-06-07,78.0,2015,06,June
301,2015-06-08,78.0,2015,06,June
302,2015-06-09,79.0,2015,06,June
303,2015-06-10,77.0,2015,06,June
304,2015-06-11,78.0,2015,06,June
305,2015-06-12,78.0,2015,06,June
306,2015-06-13,78.0,2015,06,June
307,2015-06-14,78.0,2015,06,June
308,2015-06-15,79.0,2015,06,June
309,2015-06-16,79.0,2015,06,June
310,2015-06-17,77.0,2015,06,June
311,2015-06-18,78.0,2015,06,June
312,2015-06-19,78.0,2015,06,June
313,2015-06-20,78.0,2015,06,June
314,2015-06-21,79.0,2015,06,June
315,2015-06-22,79.0,2015,06,June
316,2015-06-23,77.0,2015,06,June
317,2015-06-24,79.0,2015,06,June
318,2015-06-25,79.0,2015,06,June
319,2015-06-26,79.0,2015,06,June
320,2015-06-27,81.0,2015,06,June
321,2015-06-28,76.0,2015,06,June
322,2015-06-29,80.0,2015,06,June
323,2015-06-30,78.0,2015,06,June
324,2015-12-01,75.0,2015,12,December
325,2015-12-02,77.0,2015,12,December
326,2015-12-03,75.0,2015,12,December
327,2015-12-04,75.0,2015,12,December
328,2015-12-05,75.0,2015,12,December
329,2015-12-06,75.0,2015,12,December
330,2015-12-07,71.0,2015,12,December
331,2015-12-08,70.0,2015,12,December
332,2015-12-09,74.0,2015,12,December
333,2015-12-10,74.0,2015,12,December
334,2015-12-11,75.0,2015,12,December
335,2015-12-12,72.0,2015,12,December
336,2015-12-13,70.0,2015,12,December
337,2015-12-14,66.0,2015,12,December
338,2015-12-15,74.0,2015,12,December
339,2015-12-16,75.0,2015,12,December
340,2015-12-17,74.0,2015,12,December
341,2015-12-18,75.0,2015,12,December
342,2015-12-19,76.0,2015,12,December
343,2015-12-20,74.0,2015,12,December
344,2015-12-21,75.0,2015,12,December
345,2015-12-22,74.0,2015,12,December
346,2015-12-23,73.0,2015,12,December
347,2015-12-24,68.0,2015,12,December
348,2015-12-25,73.0,2015,12,December
349,2015-12-26,74.0,2015,12,December
350,2015-12-27,74.0,2015,12,December
351,2015-12-28,77.0,2015,12,December
352,2015-12-29,70.0,2015,12,December
353,2015-12-30,70.0,2015,12,December
354,2015-12-31,69.0,2015,12,December
355,2016-06-01,76.0,2016,06,June
356,2016-06-02,71.0,2016,06,June
357,2016-06-03,71.0,2016,06,June
358,2016-06-04,74.0,2016,06,June
359,2016-06-05,76.0,2016,06,June
360,2016-06-06,78.0,2016,06,June
361,2016-06-07,77.0,2016,06,June
362,2016-06-08,77.0,2016,06,June
363,2016-06-09,73.0,2016,06,June
364,2016-06-10,77.0,2016,06,June
365,2016-06-11,78.0,2016,06,June
366,2016-06-12,78.0,2016,06,June
367,2016-06-13,80.0,2016,06,June
368,2016-06-14,79.0,2016,06,June
369,2016-06-15,78.0,2016,06,June
370,2016-06-16,77.0,2016,06,June
371,2016-06-17,76.0,2016,06,June
372,2016-06-18,77.0,2016,06,June
373,2016-06-19,77.0,2016,06,June
374,2016-06-20,78.0,2016,06,June
375,2016-06-21,80.0,2016,06,June
376,2016-06-22,79.0,2016,06,June
377,2016-06-23,79.0,2016,06,June
378,2016-06-24,77.0,2016,06,June
379,2016-06-25,78.0,2016,06,June
380,2016-06-26,79.0,2016,06,June
381,2016-06-27,80.0,2016,06,June
382,2016-06-28,76.0,2016,06,June
383,2016-06-29,79.0,2016,06,June
384,2016-06-30,80.0,2016,06,June
385,2016-12-01,75.0,2016,12,December
386,2016-12-02,72.0,2016,12,December
387,2016-12-03,69.0,2016,12,December
388,2016-12-04,71.0,2016,12,December
389,2016-12-05,68.0,2016,12,December
390,2016-12-06,67.0,2016,12,December
391,2016-12-07,69.0,2016,12,December
392,2016-12-08,73.0,2016,12,December
393,2016-12-09,70.0,2016,12,December
394,2016-12-10,70.0,2016,12,December
395,2016-12-11,70.0,2016,12,December
396,2016-12-12,66.0,2016,12,December
397,2016-12-13,67.0,2016,12,December
398,2016-12-14,70.0,2016,12,December
399,2016-12-15,66.0,2016,12,December
400,2016-12-16,62.0,2016,12,December
401,2016-12-17,71.0,2016,12,December
402,2016-12-18,73.0,2016,12,December
403,2016-12-19,69.0,2016,12,December
404,2016-12-20,77.0,2016,12,December
405,2016-12-21,74.0,2016,12,December
406,2016-12-22,71.0,2016,12,December
407,2016-12-23,72.0,2016,12,December
408,2016-12-24,74.0,2016,12,December
409,2016-12-25,74.0,2016,12,December
410,2016-12-26,74.0,2016,12,December
411,2016-12-27,74.0,2016,12,December
412,2016-12-28,71.0,2016,12,December
413,2016-12-29,73.0,2016,12,December
414,2016-12-30,69.0,2016,12,December
415,2016-12-31,66.0,2016,12,December
416,2017-06-01,79.0,2017,06,June
417,2017-06-02,79.0,2017,06,June
418,2017-06-03,79.0,2017,06,June
419,2017-06-04,79.0,2017,06,June
420,2017-06-05,80.0,2017,06,June
421,2017-06-06,79.0,2017,06,June
422,2017-06-07,79.0,2017,06,June
423,2017-06-08,80.0,2017,06,June
424,2017-06-09,80.0,2017,06,June
425,2017-06-10,77.0,2017,06,June
426,2017-06-11,79.0,2017,06,June
427,2017-06-12,83.0,2017,06,June
428,2017-06-13,80.0,2017,06,June
429,2017-06-14,80.0,2017,06,June
430,2017-06-15,78.0,2017,06,June
431,2017-06-16,79.0,2017,06,June
432,2017-06-17,80.0,2017,06,June
433,2017-06-18,77.0,2017,06,June
434,2017-06-19,80.0,2017,06,June
435,2017-06-20,78.0,2017,06,June
436,2017-06-21,79.0,2017,06,June
437,2017-06-22,80.0,2017,06,June
438,2017-06-23,78.0,2017,06,June
439,2017-06-24,80.0,2017,06,June
440,2017-06-25,80.0,2017,06,June
441,2017-06-26,81.0,2017,06,June
442,2017-06-27,80.0,2017,06,June
443,2017-06-28,79.0,2017,06,June
444,2017-06-29,79.0,2017,06,June
445,2017-06-30,75.0,2017,06,June
446,2010-06-01,74.0,2010,06,June
447,2010-06-02,76.0,2010,06,June
448,2010-06-03,75.0,2010,06,June
449,2010-06-04,75.0,2010,06,June
450,2010-06-05,74.0,2010,06,June
451,2010-06-06,75.0,2010,06,June
452,2010-06-07,75.0,2010,06,June
453,2010-06-08,75.0,2010,06,June
454,2010-06-09,75.0,2010,06,June
455,2010-06-10,75.0,2010,06,June
456,2010-06-11,83.0,2010,06,June
457,2010-06-12,75.0,2010,06,June
458,2010-06-13,76.0,2010,06,June
459,2010-06-14,73.0,2010,06,June
460,2010-06-15,74.0,2010,06,June
461,2010-06-16,74.0,2010,06,June
462,2010-06-17,75.0,2010,06,June
463,2010-06-18,70.0,2010,06,June
464,2010-06-19,74.0,2010,06,June
465,2010-06-20,75.0,2010,06,June
466,2010-06-21,75.0,2010,06,June
467,2010-06-22,75.0,2010,06,June
468,2010-06-23,75.0,2010,06,June
469,2010-06-24,75.0,2010,06,June
470,2010-06-25,74.0,2010,06,June
471,2010-06-26,72.0,2010,06,June
472,2010-06-27,76.0,2010,06,June
473,2010-06-28,73.0,2010,06,June
474,2010-06-29,75.0,2010,06,June
475,2010-06-30,76.0,2010,06,June
476,2010-12-01,73.0,2010,12,December
477,2010-12-02,72.0,2010,12,December
478,2010-12-03,73.0,2010,12,December
479,2010-12-04,74.0,2010,12,December
480,2010-12-05,73.0,2010,12,December
481,2010-12-06,66.0,2010,12,December
482,2010-12-07,64.0,2010,12,December
483,2010-12-08,66.0,2010,12,December
484,2010-12-09,75.0,2010,12,December
485,2010-12-10,65.0,2010,12,December
486,2010-12-11,69.0,2010,12,December
487,2010-12-12,71.0,2010,12,December
488,2010-12-13,69.0,2010,12,December
489,2010-12-14,78.0,2010,12,December
490,2010-12-15,74.0,2010,12,December
491,2010-12-16,68.0,2010,12,December
492,2010-12-17,68.0,2010,12,December
493,2010-12-18,70.0,2010,12,December
494,2010-12-19,70.0,2010,12,December
495,2010-12-20,71.0,2010,12,December
496,2010-12-21,71.0,2010,12,December
497,2010-12-22,71.0,2010,12,December
498,2010-12-23,71.0,2010,12,December
499,2010-12-24,69.0,2010,12,December
500,2010-12-25,69.0,2010,12,December
501,2010-12-26,72.0,2010,12,December
502,2010-12-27,76.0,2010,12,December
503,2010-12-28,72.0,2010,12,December
504,2010-12-29,73.0,2010,12,December
505,2010-12-30,73.0,2010,12,December
506,2010-12-31,74.0,2010,12,December
507,2011-06-01,74.0,2011,06,June
508,2011-06-02,75.0,2011,06,June
509,2011-06-03,71.0,2011,06,June
510,2011-06-04,69.0,2011,06,June
511,2011-06-05,69.0,2011,06,June
512,2011-06-06,74.0,2011,06,June
513,2011-06-07,71.0,2011,06,June
514,2011-06-08,74.0,2011,06,June
515,2011-06-09,74.0,2011,06,June
516,2011-06-10,75.0,2011,06,June
517,2011-06-11,73.0,2011,06,June
518,2011-06-12,73.0,2011,06,June
519,2011-06-13,73.0,2011,06,June
520,2011-06-14,75.0,2011,06,June
521,2011-06-15,75.0,2011,06,June
522,2011-06-16,74.0,2011,06,June
523,2011-06-17,74.0,2011,06,June
524,2011-06-18,75.0,2011,06,June
525,2011-06-19,74.0,2011,06,June
526,2011-06-20,73.0,2011,06,June
527,2011-06-21,72.0,2011,06,June
528,2011-06-22,74.0,2011,06,June
529,2011-06-23,72.0,2011,06,June
530,2011-06-24,75.0,2011,06,June
531,2011-06-25,76.0,2011,06,June
532,2011-06-26,74.0,2011,06,June
533,2011-06-27,74.0,2011,06,June
534,2011-06-28,74.0,2011,06,June
535,2011-06-29,74.0,2011,06,June
536,2011-06-30,74.0,2011,06,June
537,2011-12-01,69.0,2011,12,December
538,2011-12-02,68.0,2011,12,December
539,2011-12-03,74.0,2011,12,December
540,2011-12-04,73.0,2011,12,December
541,2011-12-05,73.0,2011,12,December
542,2011-12-06,72.0,2011,12,December
543,2011-12-07,71.0,2011,12,December
544,2011-12-08,71.0,2011,12,December
545,2011-12-09,68.0,2011,12,December
546,2011-12-10,72.0,2011,12,December
547,2011-12-11,71.0,2011,12,December
548,2011-12-12,72.0,2011,12,December
549,2011-12-13,71.0,2011,12,December
550,2011-12-14,71.0,2011,12,December
551,2011-12-15,72.0,2011,12,December
552,2011-12-16,71.0,2011,12,December
553,2011-12-17,71.0,2011,12,December
554,2011-12-18,72.0,2011,12,December
555,2011-12-19,72.0,2011,12,December
556,2011-12-20,72.0,2011,12,December
557,2011-12-21,69.0,2011,12,December
558,2011-12-22,71.0,2011,12,December
559,2011-12-23,71.0,2011,12,December
560,2011-12-24,69.0,2011,12,December
561,2011-12-25,74.0,2011,12,December
562,2011-12-26,72.0,2011,12,December
563,2011-12-27,71.0,2011,12,December
564,2011-12-28,71.0,2011,12,December
565,2011-12-29,72.0,2011,12,December
566,2011-12-30,71.0,2011,12,December
567,2011-12-31,67.0,2011,12,December
568,2012-06-01,71.0,2012,06,June
569,2012-06-02,71.0,2012,06,June
570,2012-06-03,75.0,2012,06,June
571,2012-06-04,72.0,2012,06,June
572,2012-06-05,72.0,2012,06,June
573,2012-06-06,73.0,2012,06,June
574,2012-06-07,73.0,2012,06,June
575,2012-06-08,73.0,2012,06,June
576,2012-06-09,74.0,2012,06,June
577,2012-06-10,73.0,2012,06,June
578,2012-06-11,72.0,2012,06,June
579,2012-06-12,72.0,2012,06,June
580,2012-06-13,70.0,2012,06,June
581,2012-06-14,72.0,2012,06,June
582,2012-06-15,72.0,2012,06,June
583,2012-06-16,72.0,2012,06,June
584,2012-06-17,74.0,2012,06,June
585,2012-06-18,73.0,2012,06,June
586,2012-06-19,73.0,2012,06,June
587,2012-06-20,70.0,2012,06,June
588,2012-06-21,73.0,2012,06,June
589,2012-06-22,72.0,2012,06,June
590,2012-06-23,73.0,2012,06,June
591,2012-06-24,69.0,2012,06,June
592,2012-06-25,72.0,2012,06,June
593,2012-06-26,71.0,2012,06,June
594,2012-06-27,71.0,2012,06,June
595,2012-06-28,73.0,2012,06,June
596,2012-06-29,73.0,2012,06,June
597,2012-06-30,72.0,2012,06,June
598,2012-12-01,65.0,2012,12,December
599,2012-12-02,70.0,2012,12,December
600,2012-12-03,76.0,2012,12,December
601,2012-12-04,68.0,2012,12,December
602,2012-12-05,71.0,2012,12,December
603,2012-12-06,71.0,2012,12,December
604,2012-12-07,68.0,2012,12,December
605,2012-12-08,70.0,2012,12,December
606,2012-12-09,73.0,2012,12,December
607,2012-12-10,73.0,2012,12,December
608,2012-12-11,72.0,2012,12,December
609,2012-12-12,71.0,2012,12,December
610,2012-12-13,70.0,2012,12,December
611,2012-12-14,72.0,2012,12,December
612,2012-12-15,71.0,2012,12,December
613,2012-12-16,72.0,2012,12,December
614,2012-12-17,72.0,2012,12,December
615,2012-12-18,71.0,2012,12,December
616,2012-12-19,70.0,2012,12,December
617,2012-12-20,71.0,2012,12,December
618,2012-12-21,71.0,2012,12,December
619,2012-12-22,71.0,2012,12,December
620,2012-12-23,66.0,2012,12,December
621,2012-12-24,65.0,2012,12,December
622,2012-12-25,73.0,2012,12,December
623,2012-12-26,72.0,2012,12,December
624,2012-12-27,72.0,2012,12,December
625,2012-12-28,65.0,2012,12,December
626,2012-12-29,65.0,2012,12,December
627,2012-12-30,68.0,2012,12,December
628,2012-12-31,67.0,2012,12,December
629,2013-06-01,75.0,2013,06,June
630,2013-06-02,75.0,2013,06,June
631,2013-06-03,75.0,2013,06,June
632,2013-06-04,75.0,2013,06,June
633,2013-06-05,74.0,2013,06,June
634,2013-06-06,74.0,2013,06,June
635,2013-06-07,74.0,2013,06,June
636,2013-06-08,75.0,2013,06,June
637,2013-06-09,75.0,2013,06,June
638,2013-06-10,74.0,2013,06,June
639,2013-06-11,75.0,2013,06,June
640,2013-06-12,75.0,2013,06,June
641,2013-06-13,74.0,2013,06,June
642,2013-06-14,72.0,2013,06,June
643,2013-06-15,74.0,2013,06,June
644,2013-06-16,74.0,2013,06,June
645,2013-06-17,74.0,2013,06,June
646,2013-06-18,74.0,2013,06,June
647,2013-06-19,74.0,2013,06,June
648,2013-06-20,72.0,2013,06,June
649,2013-06-21,70.0,2013,06,June
650,2013-06-22,75.0,2013,06,June
651,2013-06-23,74.0,2013,06,June
652,2013-06-24,71.0,2013,06,June
653,2013-06-25,71.0,2013,06,June
654,2013-06-26,70.0,2013,06,June
655,2013-06-27,73.0,2013,06,June
656,2013-06-28,71.0,2013,06,June
657,2013-06-29,71.0,2013,06,June
658,2013-06-30,77.0,2013,06,June
659,2013-12-01,76.0,2013,12,December
660,2013-12-02,70.0,2013,12,December
661,2013-12-03,71.0,2013,12,December
662,2013-12-04,69.0,2013,12,December
663,2013-12-05,67.0,2013,12,December
664,2013-12-06,69.0,2013,12,December
665,2013-12-07,71.0,2013,12,December
666,2013-12-08,69.0,2013,12,December
667,2013-12-09,72.0,2013,12,December
668,2013-12-10,76.0,2013,12,December
669,2013-12-11,75.0,2013,12,December
670,2013-12-12,72.0,2013,12,December
671,2013-12-13,75.0,2013,12,December
672,2013-12-14,71.0,2013,12,December
673,2013-12-15,69.0,2013,12,December
674,2013-12-16,68.0,2013,12,December
675,2013-12-17,68.0,2013,12,December
676,2013-12-18,72.0,2013,12,December
677,2013-12-19,70.0,2013,12,December
678,2013-12-20,72.0,2013,12,December
679,2013-12-21,75.0,2013,12,December
680,2013-12-22,69.0,2013,12,December
681,2013-12-23,72.0,2013,12,December
682,2013-12-24,73.0,2013,12,December
683,2013-12-25,73.0,2013,12,December
684,2013-12-26,72.0,2013,12,December
685,2013-12-27,73.0,2013,12,December
686,2013-12-28,74.0,2013,12,December
687,2013-12-29,73.0,2013,12,December
688,2013-12-30,72.0,2013,12,December
689,2013-12-31,68.0,2013,12,December
690,2014-06-01,77.0,2014,06,June
691,2014-06-02,74.0,2014,06,June
692,2014-06-03,73.0,2014,06,June
693,2014-06-04,75.0,2014,06,June
694,2014-06-05,75.0,2014,06,June
695,2014-06-06,74.0,2014,06,June
696,2014-06-07,74.0,2014,06,June
697,2014-06-08,75.0,2014,06,June
698,2014-06-09,75.0,2014,06,June
