City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Lompoc,US,2021-09-22 16:11:55,34.6391,-120.4579,69.94,94,90,9.22
297,Sai Buri,TH,2021-09-22 16:11:55,6.7013,101.6168,77.65,86,95,4.88
298,Port Elizabeth,ZA,2021-09-22 16:07:27,-33.918,25.5701,66.09,75,0,20.69
299,Guozhen,CN,2021-09-22 16:11:55,34.3659,107.359,65.57,94,100,4.29
300,Minden,DE,2021-09-22 16:11:56,52.2833,8.9167,67.08,74,11,6.98
301,Ribas Do Rio Pardo,BR,2021-09-22 16:10:50,-20.4431,-53.7592,96.39,24,3,10.07
302,Saquena,PE,2021-09-22 16:11:56,-4.6667,-73.5167,74.37,95,100,2.91
303,Nabire,ID,2021-09-22 16:11:56,-3.3667,135.4833,75.58,91,100,2.71
304,Faanui,PF,2021-09-22 16:11:57,-16.4833,-151.75,76.95,71,86,3.24
305,Husavik,IS,2021-09-22 16:11:57,66.0449,-17.3389,39.18,75,99,4.99
306,Soto La Marina,MX,2021-09-22 16:11:57,23.7667,-98.2167,82.11,69,96,11.36
307,Charters Towers,AU,2021-09-22 16:11:58,-20.1,146.2667,52.99,64,11,6.55
308,Paita,PE,2021-09-22 16:11:58,-5.0892,-81.1144,70.36,72,76,12.95
309,Henties Bay,NA,2021-09-22 16:11:58,-22.116,14.2845,55.85,69,74,11.39
310,Nouadhibou,MR,2021-09-22 16:11:58,20.931,-17.0347,71.44,84,4,25.79
311,Khorixas,NA,2021-09-22 16:11:59,-20.3667,14.9667,94.55,8,85,19.3
312,Medvedka,RU,2021-09-22 16:11:59,61.1629,46.387,40.01,92,18,5.86
313,Poum,NC,2021-09-22 16:11:59,-20.2333,164.0167,70.18,74,99,23.02
314,Saryg-Sep,RU,2021-09-22 16:12:00,51.5,95.6,34.05,50,20,3.71
315,Hegang,CN,2021-09-22 16:12:00,47.4,130.3667,48.76,75,100,11.56
316,Tiarei,PF,2021-09-22 16:12:00,-17.5333,-149.3333,75.22,73,100,5.48
317,Lorengau,PG,2021-09-22 16:12:01,-2.0226,147.2712,80.02,82,90,5.1
318,Xai-Xai,MZ,2021-09-22 16:12:01,-25.0519,33.6442,66.42,66,26,10.47
319,Shingu,JP,2021-09-22 16:12:01,33.7333,135.9833,77.92,91,91,5.55
320,General Roca,AR,2021-09-22 16:12:02,-39.0333,-67.5833,68.4,28,0,6.78
321,Urusha,RU,2021-09-22 16:12:02,54.05,122.9,42.03,85,81,3.44
322,Bayan,CN,2021-09-22 16:12:02,46.0833,127.4,52.27,90,100,8.55
323,Arica,CL,2021-09-22 16:12:03,-18.475,-70.3042,65.75,67,90,11.5
324,Namatanai,PG,2021-09-22 16:12:03,-3.6667,152.4333,78.13,84,100,8.23
325,Santiago,CL,2021-09-22 16:11:36,-33.4569,-70.6483,59.95,62,75,3.44
326,Zaozerne,UA,2021-09-22 16:12:03,45.1582,33.2787,52.95,64,100,8.59
327,Bathsheba,BB,2021-09-22 16:12:04,13.2167,-59.5167,90.21,62,20,13.8
328,Mirante Do Paranapanema,BR,2021-09-22 16:12:04,-22.2919,-51.9064,84.96,30,48,12.64
329,Ponta Do Sol,PT,2021-09-22 16:12:04,32.6667,-17.1,77.0,57,100,1.77
330,Itoman,JP,2021-09-22 16:12:05,26.1247,127.6694,83.17,85,20,2.3
331,Brattvag,NO,2021-09-22 16:12:05,62.6002,6.4434,55.69,76,40,13.8
332,Port-Gentil,GA,2021-09-22 16:12:05,-0.7193,8.7815,78.6,80,30,15.28
333,Campestre,BR,2021-09-22 16:12:05,-21.7111,-46.2464,87.12,27,1,4.41
334,Okhotsk,RU,2021-09-22 16:12:06,59.3833,143.3,47.14,72,2,1.95
335,Surt,LY,2021-09-22 16:12:06,31.2089,16.5887,85.8,51,0,15.26
336,Panama City,PA,2021-09-22 16:09:34,8.9936,-79.5197,85.95,70,40,9.22
337,Rongcheng,CN,2021-09-22 16:12:06,30.634,117.8517,71.78,68,0,3.67
338,Coquimbo,CL,2021-09-22 16:12:07,-29.9533,-71.3436,62.33,51,0,3.44
339,Nordhorn,DE,2021-09-22 16:12:07,52.4333,7.0833,69.89,62,11,7.38
340,Nazareno,MX,2021-09-22 16:12:07,25.3833,-103.4167,71.91,67,100,8.34
341,Antofagasta,CL,2021-09-22 16:12:07,-23.65,-70.4,67.21,59,75,14.25
342,Los Llanos De Aridane,ES,2021-09-22 16:12:08,28.6585,-17.9182,73.15,83,75,8.05
343,Bluefields,NI,2021-09-22 16:12:08,12.0137,-83.7635,80.01,89,71,4.94
344,Nata,PA,2021-09-22 16:12:08,8.3333,-80.5167,85.87,64,96,0.85
345,Marquette,US,2021-09-22 16:12:08,46.5333,-87.6335,56.34,65,31,10.13
346,Kinwat,IN,2021-09-22 16:12:09,19.6333,78.2,76.12,93,100,5.03
347,La Ronge,CA,2021-09-22 16:12:09,55.1001,-105.2842,56.37,57,100,5.17
348,Saint-Louis,SN,2021-09-22 16:12:09,16.3333,-15.0,102.78,22,99,4.76
349,Rio Cuarto,AR,2021-09-22 16:12:10,-33.1307,-64.3499,60.57,44,0,19.57
350,Mana,GF,2021-09-22 16:12:10,5.6592,-53.7767,85.35,71,38,9.86
351,Talaya,RU,2021-09-22 16:12:10,61.3833,152.75,31.82,91,87,1.28
352,Astana,KZ,2021-09-22 16:12:10,51.1801,71.446,40.95,60,14,6.71
353,Otradnoye,RU,2021-09-22 16:12:11,59.7775,30.8181,46.45,67,83,5.91
354,Tombouctou,ML,2021-09-22 16:12:11,20.0,-3.0,107.28,6,1,7.43
355,Axim,GH,2021-09-22 16:12:11,4.8699,-2.2405,79.38,80,100,4.32
356,Westport,US,2021-09-22 16:10:24,41.1415,-73.3579,79.93,85,20,1.01
357,Vila Velha,BR,2021-09-22 16:12:11,-20.3297,-40.2925,73.35,60,90,20.71
358,Caravelas,BR,2021-09-22 16:12:12,-17.7125,-39.2481,75.33,68,100,18.63
359,Santa Cruz,BO,2021-09-22 16:12:12,-17.8,-63.1667,78.85,47,40,13.8
360,Soria,ES,2021-09-22 16:12:12,41.6667,-2.6667,64.0,47,62,11.45
361,Broken Hill,AU,2021-09-22 16:12:12,-31.95,141.4333,48.22,77,0,0.56
362,Hami,CN,2021-09-22 16:12:13,42.8,93.45,69.85,18,76,4.41
363,Praia Da Vitoria,PT,2021-09-22 16:12:13,38.7333,-27.0667,77.76,69,6,13.42
364,Urucui,BR,2021-09-22 16:12:13,-7.2294,-44.5561,105.8,18,82,5.28
365,Lipin Bor,RU,2021-09-22 16:12:13,60.2622,37.9763,46.02,65,77,11.54
366,Mangrol,IN,2021-09-22 16:12:14,21.1167,70.1167,81.57,79,99,13.73
367,Mantua,IT,2021-09-22 16:12:14,45.1667,10.7833,74.71,59,57,1.99
368,Istok,XK,2021-09-22 16:12:14,42.7808,20.4875,49.12,65,100,7.58
369,Manta,EC,2021-09-22 16:12:07,-0.95,-80.7333,76.24,72,100,13.71
370,Altay,CN,2021-09-22 16:12:15,47.8667,88.1167,39.22,34,2,5.14
371,Astaneh-Ye Ashrafiyeh,IR,2021-09-22 16:12:15,37.2596,49.9444,73.33,80,0,4.9
372,Stoughton,US,2021-09-22 16:12:15,42.1251,-71.1023,78.12,79,90,1.99
373,Bassano,CA,2021-09-22 16:12:15,50.7834,-112.4685,65.95,29,60,11.54
374,Olinda,BR,2021-09-22 16:12:16,-8.0089,-34.8553,83.93,58,40,11.5
375,Port Lincoln,AU,2021-09-22 16:12:16,-34.7333,135.8667,49.77,90,9,8.75
376,Hutchinson,US,2021-09-22 16:10:09,38.0608,-97.9298,69.75,50,1,1.01
377,Yakima,US,2021-09-22 16:12:16,46.4665,-120.6678,54.18,87,1,5.75
378,Nemuro,JP,2021-09-22 16:12:17,43.3236,145.575,62.15,98,100,11.7
379,Kamariotissa,GR,2021-09-22 16:12:17,40.4833,25.4667,68.05,59,100,18.63
380,Colares,PT,2021-09-22 16:12:17,38.7992,-9.4469,83.39,41,20,11.5
381,Hun,LY,2021-09-22 16:12:17,29.1268,15.9477,98.47,9,0,5.61
382,Sakakah,SA,2021-09-22 16:12:18,29.9697,40.2064,92.35,15,0,2.73
383,Poli,TZ,2021-09-22 16:12:18,-3.3333,36.8,66.45,61,92,5.41
384,Ust-Omchug,RU,2021-09-22 16:12:18,61.15,149.6333,35.26,86,22,2.26
385,Portland,US,2021-09-22 16:08:58,45.5234,-122.6762,63.45,82,75,1.99
386,Jiuquan,CN,2021-09-22 16:12:18,39.7432,98.5174,66.85,27,0,6.06
387,Buraydah,SA,2021-09-22 16:12:19,26.326,43.975,91.85,13,16,9.28
388,Biak,ID,2021-09-22 16:12:19,-0.9131,122.8766,74.07,90,99,6.69
389,Cortez,US,2021-09-22 16:12:19,37.3489,-108.5859,69.69,31,1,4.61
390,Hofn,IS,2021-09-22 16:12:20,64.2539,-15.2082,44.62,53,75,19.57
391,Puerto Carreno,CO,2021-09-22 16:12:20,6.189,-67.4859,79.21,81,100,1.07
392,Krasnoselkup,RU,2021-09-22 16:12:20,65.7,82.4667,34.41,77,100,16.44
393,Tucuman,AR,2021-09-22 16:12:21,-26.8241,-65.2226,70.43,45,89,2.82
394,Muli,MV,2021-09-22 16:12:21,2.9167,73.5667,83.32,76,57,14.38
395,Padang,ID,2021-09-22 16:12:21,-0.9492,100.3543,78.24,87,39,3.89
396,Hobyo,SO,2021-09-22 16:12:21,5.3505,48.5268,78.06,83,85,23.64
397,Qaqortoq,GL,2021-09-22 16:12:22,60.7167,-46.0333,41.5,64,99,2.64
398,Slave Lake,CA,2021-09-22 16:12:22,55.2834,-114.769,57.92,63,100,11.83
399,Uyuni,BO,2021-09-22 16:12:22,-20.4597,-66.825,58.82,29,92,14.14
400,Rorvik,NO,2021-09-22 16:12:23,64.8621,11.2373,49.98,83,88,20.4
401,Diego De Almagro,CL,2021-09-22 16:12:23,-26.3667,-70.05,74.59,10,0,6.62
402,Belmonte,BR,2021-09-22 16:12:23,-15.8631,-38.8828,75.7,81,28,18.01
403,Nalut,LY,2021-09-22 16:12:23,30.3333,10.85,96.01,9,7,11.27
404,Bondoukou,CI,2021-09-22 16:12:24,8.0333,-2.8,76.98,80,100,4.05
405,Saskylakh,RU,2021-09-22 16:12:24,71.9167,114.0833,36.07,98,100,5.73
406,Yangmei,CN,2021-09-22 16:12:24,24.1023,112.5618,73.35,88,17,1.7
407,Urumqi,CN,2021-09-22 16:12:24,43.801,87.6005,56.35,25,0,2.24
408,Palmer,US,2021-09-22 16:12:25,42.1584,-72.3287,77.22,84,90,10.36
409,Sao Francisco,BR,2021-09-22 16:12:25,-15.9486,-44.8644,105.67,14,14,5.44
410,Polson,US,2021-09-22 16:12:25,47.6936,-114.1632,60.73,40,62,2.77
411,Zaysan,KZ,2021-09-22 16:12:26,47.4667,84.8667,41.07,52,58,2.53
412,Thunder Bay,CA,2021-09-22 16:11:40,48.4001,-89.3168,60.57,71,12,5.01
413,Seymchan,RU,2021-09-22 16:12:26,62.8833,152.4333,34.99,86,66,0.92
414,Mao,ES,2021-09-22 16:12:26,39.8885,4.2658,75.76,78,40,17.27
415,Wenzhou,CN,2021-09-22 16:11:04,27.9994,120.6668,77.22,90,0,1.21
416,Constitucion,CL,2021-09-22 16:12:27,-35.3333,-72.4167,57.02,65,78,5.77
417,Kailua,US,2021-09-22 16:10:22,21.4022,-157.7394,77.14,72,20,11.5
418,Kachug,RU,2021-09-22 16:12:16,53.9606,105.8817,40.55,76,100,4.21
419,Amambai,BR,2021-09-22 16:12:27,-23.1042,-55.2258,87.13,37,57,6.06
420,Pinega,RU,2021-09-22 16:12:27,64.7001,43.3936,39.24,74,0,3.96
421,Ixtapa,MX,2021-09-22 16:12:28,20.7,-105.2,82.22,89,90,5.75
422,Pauini,BR,2021-09-22 16:12:28,-7.7136,-66.9764,96.94,38,97,3.24
423,Cockburn Town,TC,2021-09-22 16:12:28,21.4612,-71.1419,82.35,77,100,12.5
424,Kislovodsk,RU,2021-09-22 16:12:28,43.9133,42.7208,49.64,99,100,3.27
425,Hay River,CA,2021-09-22 16:08:38,60.8156,-115.7999,50.11,84,74,5.32
426,Necochea,AR,2021-09-22 16:12:29,-38.5473,-58.7368,54.03,59,95,13.8
427,Bealanana,MG,2021-09-22 16:12:29,-14.55,48.7333,60.87,83,6,3.87
428,Portales,US,2021-09-22 16:08:57,34.1862,-103.3344,68.02,36,0,1.99
429,Methven,NZ,2021-09-22 16:12:29,-43.6333,171.65,43.92,70,53,3.67
430,Mahuta,TZ,2021-09-22 16:12:30,-10.8667,39.45,75.65,54,75,10.2
431,Falmouth,GB,2021-09-22 16:12:30,50.1544,-5.0711,66.78,68,40,6.91
432,Road Town,VG,2021-09-22 16:11:39,18.4167,-64.6167,89.2,74,20,10.36
433,Laguna,US,2021-09-22 16:12:30,38.421,-121.4238,84.09,43,1,1.99
434,Bukachacha,RU,2021-09-22 16:12:30,52.9833,116.9167,44.92,91,100,2.98
435,Whitehorse,CA,2021-09-22 16:12:31,60.7161,-135.0538,33.1,93,100,7.16
436,Abu Samrah,SY,2021-09-22 16:12:31,35.3029,37.1841,80.11,42,0,15.64
437,Xuddur,SO,2021-09-22 16:12:31,4.1213,43.8894,88.09,32,100,16.22
438,Jibuti,DJ,2021-09-22 16:12:31,11.5,42.5,87.22,34,9,5.82
439,Pyay,MM,2021-09-22 16:12:32,18.8167,95.2167,76.23,95,100,4.23
440,Palma,ES,2021-09-22 16:09:12,39.5694,2.6502,78.6,73,75,11.01
441,Blackfoot,US,2021-09-22 16:12:32,43.1905,-112.345,59.54,25,82,2.1
442,Chittaurgarh,IN,2021-09-22 16:12:32,24.8833,74.6333,76.53,90,100,4.72
443,Chalus,IR,2021-09-22 16:12:32,36.655,51.4204,75.92,78,4,3.49
444,Smithers,CA,2021-09-22 16:12:33,54.7804,-127.1743,46.78,92,55,2.21
445,Mountain Home,US,2021-09-22 16:08:39,43.133,-115.6912,57.94,23,95,12.5
446,Sfantu Gheorghe,RO,2021-09-22 16:12:33,45.8667,25.7833,45.82,73,99,8.3
447,Sandwick,GB,2021-09-22 16:12:33,60.0,-1.25,55.22,82,40,18.41
448,Puerto El Triunfo,SV,2021-09-22 16:12:33,13.2833,-88.55,87.96,65,81,3.27
449,Yambio,SS,2021-09-22 16:12:34,4.5721,28.3955,73.78,85,87,7.92
450,Bismarck,US,2021-09-22 16:12:34,46.8083,-100.7837,66.87,43,1,10.36
451,Champerico,GT,2021-09-22 16:12:34,14.3,-91.9167,91.76,71,71,1.23
452,Garowe,SO,2021-09-22 16:12:34,8.4054,48.4845,91.35,30,67,15.84
453,Wilmington,US,2021-09-22 16:12:35,34.2257,-77.9447,76.96,95,90,10.36
454,Sur,OM,2021-09-22 16:12:35,22.5667,59.5289,87.08,62,7,2.71
455,Inta,RU,2021-09-22 16:12:36,66.0317,60.1659,38.61,92,77,7.96
456,Victor Vlad Delamarina,RO,2021-09-22 16:12:36,45.6406,21.8928,51.4,94,100,1.86
457,Caohai,CN,2021-09-22 16:12:36,26.8661,104.2841,56.55,93,6,8.93
458,Merauke,ID,2021-09-22 16:12:36,-8.4667,140.3333,75.85,81,100,14.88
459,Alofi,NU,2021-09-22 16:12:37,-19.0595,-169.9187,75.87,77,83,23.71
460,Svencionys,LT,2021-09-22 16:12:37,55.15,26.1667,40.68,97,100,7.16
461,Ancud,CL,2021-09-22 16:12:37,-41.8697,-73.8203,56.43,90,100,13.13
462,Sapouy,BF,2021-09-22 16:12:37,11.5544,-1.7736,86.02,55,98,5.75
463,San Juan,AR,2021-09-22 16:07:43,-31.5375,-68.5364,67.23,37,0,3.98
464,El Cobre,CU,2021-09-22 16:12:38,20.0489,-75.9469,87.24,62,40,6.91
465,Desaguadero,PE,2021-09-22 16:12:38,-16.5656,-69.0417,53.2,39,100,5.86
466,San Vicente De Canete,PE,2021-09-22 16:12:38,-13.0751,-76.3835,65.73,74,99,3.96
467,Gizo,SB,2021-09-22 16:12:38,-8.103,156.8419,80.6,78,100,6.2
468,Najran,SA,2021-09-22 16:12:39,17.4924,44.1277,84.58,15,73,9.44
469,Iralaya,HN,2021-09-22 16:12:39,15.0,-83.2333,84.65,70,21,5.84
470,Sola,VU,2021-09-22 16:12:39,-13.8833,167.55,79.47,77,100,11.01
471,Del Rio,US,2021-09-22 16:12:39,29.3627,-100.8968,80.71,24,1,0.0
472,Labytnangi,RU,2021-09-22 16:12:40,66.6572,66.4183,39.54,89,98,8.39
473,Saint George,US,2021-09-22 16:11:02,37.1041,-113.5841,81.07,21,1,0.0
474,Eina,NO,2021-09-22 16:12:40,60.6295,10.5993,59.14,56,31,7.29
475,Deputatskiy,RU,2021-09-22 16:12:40,69.3,139.9,25.68,83,57,2.93
476,Kondoa,TZ,2021-09-22 16:12:40,-4.9,35.7833,75.85,35,96,12.57
477,Aracati,BR,2021-09-22 16:12:41,-4.5617,-37.7697,87.91,53,92,11.23
478,Mount Vernon,US,2021-09-22 16:10:32,40.9126,-73.8371,81.03,77,75,8.01
479,Coahuayana,MX,2021-09-22 16:12:41,18.7333,-103.6833,87.28,66,28,1.5
480,Vangaindrano,MG,2021-09-22 16:12:41,-23.35,47.6,69.35,87,1,6.76
481,Basco,PH,2021-09-22 16:12:41,20.4487,121.9702,84.42,78,40,16.17
482,Posse,BR,2021-09-22 16:12:42,-14.0931,-46.3694,103.46,12,17,3.36
483,Vuktyl,RU,2021-09-22 16:12:42,63.8567,57.3094,41.79,93,100,3.71
484,Tilichiki,RU,2021-09-22 16:12:42,60.4667,166.1,42.78,91,100,4.97
485,Port Moresby,PG,2021-09-22 16:12:16,-9.4431,147.1797,74.89,88,100,12.41
486,Benghazi,LY,2021-09-22 16:12:43,32.1167,20.0667,83.25,57,2,12.08
487,Alice Springs,AU,2021-09-22 16:12:43,-23.7,133.8833,42.35,45,0,0.0
488,Kisesa,TZ,2021-09-22 16:12:43,-3.0833,34.15,80.4,32,84,7.49
489,Mirzapur,IN,2021-09-22 16:12:43,25.15,82.5833,82.36,88,8,7.4
490,Muscle Shoals,US,2021-09-22 16:08:36,34.7448,-87.6675,67.53,80,91,5.99
491,Chapais,CA,2021-09-22 16:12:44,49.7834,-74.8492,42.58,85,100,8.55
492,Salme,NP,2021-09-22 16:12:44,28.0369,85.0942,64.69,84,71,3.06
493,Novoderevyankovskaya,RU,2021-09-22 16:12:44,46.3231,38.7472,55.74,57,70,4.88
494,Kuryk,KZ,2021-09-22 16:12:44,43.2,51.65,71.74,62,99,4.9
495,Xining,CN,2021-09-22 16:11:43,36.6167,101.7667,50.45,78,4,1.5
496,Ngawi,ID,2021-09-22 16:09:08,-7.4038,111.4461,78.57,77,55,4.29
497,Tyret Pervaya,RU,2021-09-22 16:12:45,53.6703,102.3106,36.75,87,96,0.81
498,Atar,MR,2021-09-22 16:12:45,20.5169,-13.0499,104.16,10,0,8.88
499,Livramento,BR,2021-09-22 16:12:45,-3.0254,-60.1803,92.07,62,40,8.05
500,Kochevo,RU,2021-09-22 16:12:46,59.5994,54.3125,42.66,78,100,3.83
501,Trujillo,PE,2021-09-22 16:12:46,-8.116,-79.03,62.56,82,75,12.66
502,Mokhotlong,LS,2021-09-22 16:12:46,-29.2894,29.0675,56.03,37,0,7.18
503,Olutanga,PH,2021-09-22 16:12:46,7.3106,122.8464,80.26,77,96,2.33
504,Nipawin,CA,2021-09-22 16:12:47,53.3668,-104.0009,64.24,29,32,10.36
505,Acapulco,MX,2021-09-22 16:12:47,16.8634,-99.8901,85.82,74,20,3.44
506,Plastun,RU,2021-09-22 16:12:47,44.7561,136.2939,56.71,95,100,9.8
507,Ruidoso,US,2021-09-22 16:12:48,33.3317,-105.673,64.06,54,1,3.44
508,Muros,ES,2021-09-22 16:12:48,42.7762,-9.0603,74.84,50,27,17.63
509,Ormara,PK,2021-09-22 16:12:48,25.2088,64.6357,80.67,89,79,8.72
510,Bougouni,ML,2021-09-22 16:12:48,11.417,-7.479,89.17,55,37,2.13
511,Flin Flon,CA,2021-09-22 16:10:58,54.7682,-101.865,55.45,54,100,6.82
512,Bagdarin,RU,2021-09-22 16:12:17,54.4333,113.6,36.34,83,100,4.65
513,Chaozhou,CN,2021-09-22 16:12:49,23.6651,116.6379,79.2,89,53,2.39
514,Cartagena,CO,2021-09-22 16:12:49,10.3997,-75.5144,82.02,83,75,11.5
515,Khani,GE,2021-09-22 16:12:49,41.9563,42.9566,57.18,99,100,2.53
516,Colac,AU,2021-09-22 16:12:50,-38.3333,143.5833,51.17,95,34,9.31
517,Yining,CN,2021-09-22 16:12:50,29.0361,114.5636,69.37,70,0,2.1
518,Salinas,US,2021-09-22 16:12:50,36.6777,-121.6555,76.01,88,90,8.05
519,Martapura,ID,2021-09-22 16:12:50,-3.4167,114.85,77.09,100,20,2.3
520,Jining,CN,2021-09-22 16:12:51,35.405,116.5814,72.54,87,100,7.09
521,Kaeo,NZ,2021-09-22 16:12:51,-35.1,173.7833,60.33,97,98,10.58
522,Bourail,NC,2021-09-22 16:12:51,-21.5667,165.4833,64.85,86,100,11.07
523,Camacha,PT,2021-09-22 16:12:51,33.0833,-16.3333,73.53,53,20,12.66
524,Carroll,US,2021-09-22 16:12:52,39.5501,-77.0164,78.04,82,40,7.0
525,Chitungwiza,ZW,2021-09-22 16:12:52,-18.0127,31.0756,72.45,38,0,10.51
526,Sovetskaya,RU,2021-09-22 16:12:52,44.7769,41.1722,52.93,82,100,2.91
527,Lahaina,US,2021-09-22 16:12:53,20.8783,-156.6825,75.2,73,47,9.95
528,Kaliua,TZ,2021-09-22 16:12:53,-5.0606,31.7936,85.17,21,40,4.76
529,Mengcheng,CN,2021-09-22 16:12:53,33.2579,116.5655,75.18,74,69,6.15
530,Arman,RU,2021-09-22 16:12:53,59.7,150.1667,41.99,78,89,6.49
531,Port Hawkesbury,CA,2021-09-22 16:12:54,45.6169,-61.3485,73.9,59,50,4.0
532,Brzeg,PL,2021-09-22 16:12:54,50.8608,17.4674,55.11,71,100,5.82
533,Sri Aman,MY,2021-09-22 16:12:54,1.2376,111.4621,74.39,99,99,2.46
534,Gezing,AT,2021-09-22 16:12:54,47.9178,13.1299,60.51,82,75,4.61
535,Rosarito,MX,2021-09-22 16:12:55,32.3333,-117.0333,88.93,55,0,9.15
536,Port Macquarie,AU,2021-09-22 16:12:55,-31.4333,152.9167,46.36,80,0,5.7
537,Kloulklubed,PW,2021-09-22 16:12:55,7.0419,134.2556,79.3,74,100,3.67
538,Taruma,BR,2021-09-22 16:12:55,-22.7467,-50.5772,81.25,33,72,12.1
539,Laurel,US,2021-09-22 16:12:56,39.0993,-76.8483,80.08,91,75,5.01
540,Dunedin,NZ,2021-09-22 16:09:16,-45.8742,170.5036,46.8,94,0,1.01
541,Rapar,IN,2021-09-22 16:12:56,23.5667,70.6333,84.56,69,81,13.76
542,Klaksvik,FO,2021-09-22 16:12:56,62.2266,-6.589,49.12,72,96,24.56
543,Guaimaro,CU,2021-09-22 16:12:57,21.05,-77.35,88.3,61,12,10.29
544,Ust-Tsilma,RU,2021-09-22 16:12:57,65.441,52.1498,39.51,75,14,2.53
545,Angoche,MZ,2021-09-22 16:12:57,-16.2325,39.9086,75.34,66,1,13.06
546,Slusovice,CZ,2021-09-22 16:12:57,49.2478,17.8015,57.04,77,57,3.0
547,Maryborough,AU,2021-09-22 16:12:58,-25.5333,152.7,50.4,86,0,4.74
548,Demirci,TR,2021-09-22 16:12:58,39.0461,28.6589,62.01,48,41,8.32
549,Saravan,AM,2021-09-22 16:12:58,39.7196,45.6483,70.45,58,47,7.27
550,Shahreza,IR,2021-09-22 16:12:58,32.0339,51.8794,78.67,14,87,6.42
551,Magadi,IN,2021-09-22 16:12:59,12.9667,77.2333,73.74,84,100,6.6
552,Usogorsk,RU,2021-09-22 16:12:59,63.4106,48.6872,39.76,83,43,4.21
553,Asaba,NG,2021-09-22 16:12:59,6.2006,6.7338,73.27,96,100,4.27
554,America Dourada,BR,2021-09-22 16:12:59,-11.4553,-41.4361,101.19,11,82,5.39
555,Xinzhou,CN,2021-09-22 16:13:00,38.4092,112.7333,67.86,56,100,2.42
556,Yerofey Pavlovich,RU,2021-09-22 16:13:00,53.9667,121.9667,44.31,81,87,5.26
557,Farafenni,GM,2021-09-22 16:13:00,13.5667,-15.6,92.46,54,66,4.0
558,Kontagora,NG,2021-09-22 16:13:01,10.3999,5.4695,73.11,92,100,5.91
559,Tshikapa,CD,2021-09-22 16:13:01,-6.4167,20.8,86.29,43,96,3.74
560,Manggar,ID,2021-09-22 16:13:01,-2.8833,108.2667,81.91,77,38,11.59
561,Morant Bay,JM,2021-09-22 16:13:02,17.8815,-76.4093,87.66,69,100,1.86
562,Saltpond,GH,2021-09-22 16:12:55,5.2091,-1.0606,78.64,81,100,2.75
563,Saint-Francois,FR,2021-09-22 16:13:02,46.4154,3.9054,69.24,52,0,9.22
564,Boca Do Acre,BR,2021-09-22 16:13:02,-8.7522,-67.3978,99.75,32,37,2.57
565,Tuchkovo,RU,2021-09-22 16:13:03,55.6011,36.4681,45.91,97,100,3.06
566,Urupes,BR,2021-09-22 16:13:03,-21.2017,-49.29,89.35,25,67,15.55
567,Gerash,IR,2021-09-22 16:13:04,27.6652,54.1371,85.66,24,0,4.38
568,Weihe,CN,2021-09-22 16:13:04,32.9952,105.3247,63.95,100,100,1.25
569,Santa Cruz De La Palma,ES,2021-09-22 16:08:40,28.6835,-17.7642,77.14,65,75,8.05
570,Tianpeng,CN,2021-09-22 16:13:04,30.9866,103.9393,72.45,85,22,5.64
571,Plouzane,FR,2021-09-22 16:13:04,48.3833,-4.6167,69.85,64,0,10.36
572,Villafranca De Los Barros,ES,2021-09-22 16:13:05,38.5614,-6.3381,80.35,45,24,6.31
573,Adrar,MR,2021-09-22 16:13:05,20.5022,-10.0711,103.21,8,3,11.14
574,De Aar,ZA,2021-09-22 16:13:05,-30.6497,24.0123,73.72,18,33,9.93
575,Waddan,LY,2021-09-22 16:13:05,29.1614,16.139,98.15,9,0,4.34
576,Qasigiannguit,GL,2021-09-22 16:13:06,68.8193,-51.1922,25.39,81,25,2.55
577,Carora,VE,2021-09-22 16:13:06,10.1755,-70.0827,92.55,37,63,0.49
578,Zhigansk,RU,2021-09-22 16:13:06,66.7697,123.3711,43.92,67,100,15.41
579,Verkhniye Tatyshly,RU,2021-09-22 16:13:06,56.2912,55.8575,42.46,75,70,7.49
580,Akdepe,TM,2021-09-22 16:13:07,42.0551,59.3788,71.6,16,95,11.9
581,Te Anau,NZ,2021-09-22 16:13:07,-45.4167,167.7167,37.08,91,20,0.31
582,Wladyslawowo,PL,2021-09-22 16:13:07,54.7909,18.4009,57.94,60,100,4.32
583,Albertville,US,2021-09-22 16:08:43,34.2676,-86.2089,65.73,63,90,1.99
584,Ossora,RU,2021-09-22 16:13:08,59.2353,163.0719,48.36,85,100,4.27
585,Rudnyy,KZ,2021-09-22 16:13:08,52.9594,63.1206,46.54,54,8,7.56
586,Mucurici,BR,2021-09-22 16:13:08,-18.0933,-40.5158,82.9,46,93,14.56
587,Batangafo,CF,2021-09-22 16:13:08,7.3008,18.2833,73.33,95,100,3.69
588,Eyl,SO,2021-09-22 16:13:09,7.9803,49.8164,78.46,77,22,21.74
589,Kambove,CD,2021-09-22 16:13:09,-10.8764,26.5969,82.4,17,29,9.24
