City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
154,Ayr,GB,2021-09-22 16:11:18,55.4627,-4.6339,64.38,77,75,16.11
155,Kendari,ID,2021-09-22 16:11:18,-3.945,122.4989,72.88,95,100,3.24
156,Mar Del Plata,AR,2021-09-22 16:11:18,-38.0023,-57.5575,59.02,63,90,10.36
157,Koulikoro,ML,2021-09-22 16:11:18,14.0,-7.75,95.58,33,100,6.8
158,Cabedelo,BR,2021-09-22 16:11:19,-6.9811,-34.8339,86.67,68,52,9.13
159,Norman Wells,CA,2021-09-22 16:11:19,65.282,-126.8329,36.32,98,100,7.45
160,Aljezur,PT,2021-09-22 16:11:19,37.3191,-8.8033,73.54,57,31,7.4
161,Beihai,CN,2021-09-22 16:11:19,21.4833,109.1,83.26,82,96,13.24
162,Valleyview,CA,2021-09-22 16:11:20,55.0667,-117.2859,56.07,67,100,10.92
163,Vao,NC,2021-09-22 16:11:20,-22.6667,167.4833,66.87,86,69,26.42
164,Maniitsoq,GL,2021-09-22 16:11:20,65.4167,-52.9,35.74,44,22,9.73
165,Saint-Augustin,CA,2021-09-22 16:09:21,51.226,-58.6502,70.72,50,100,16.8
166,Limoeiro Do Norte,BR,2021-09-22 16:11:21,-5.1456,-38.0981,99.01,27,21,7.96
167,Pevek,RU,2021-09-22 16:11:21,69.7008,170.3133,26.69,67,100,9.42
168,Santa Catarina De Tepehuanes,MX,2021-09-22 16:11:21,25.35,-105.7333,62.37,77,98,8.88
169,Talnakh,RU,2021-09-22 16:11:22,69.4865,88.3972,33.21,78,100,10.63
170,Luderitz,NA,2021-09-22 16:11:22,-26.6481,15.1594,62.64,70,3,5.53
171,Avarua,CK,2021-09-22 16:11:22,-21.2078,-159.775,71.65,83,20,3.44
172,Arrifes,PT,2021-09-22 16:11:23,37.7667,-25.7,73.65,64,20,12.66
173,Karratha,AU,2021-09-22 16:11:23,-20.7377,116.8463,80.28,31,100,9.15
174,New Norfolk,AU,2021-09-22 16:11:23,-42.7826,147.0587,55.92,59,77,13.0
175,Sitka,US,2021-09-22 16:11:18,57.0531,-135.33,48.09,71,90,6.91
176,Hammerfest,NO,2021-09-22 16:06:50,70.6634,23.6821,53.33,71,75,19.57
177,Sabang,ID,2021-09-22 16:11:24,5.8933,95.3214,82.58,77,100,14.94
178,Savannah Bight,HN,2021-09-22 16:11:24,16.45,-85.85,86.0,74,48,5.3
179,Hithadhoo,MV,2021-09-22 16:06:38,-0.6,73.0833,82.0,76,100,15.14
180,Treinta Y Tres,UY,2021-09-22 16:11:24,-33.2333,-54.3833,63.19,65,51,11.88
181,Zeya,RU,2021-09-22 16:11:24,53.75,127.2667,42.08,75,14,3.09
182,Aurora,US,2021-09-22 16:08:48,39.7294,-104.8319,74.05,37,1,1.01
183,Bay Roberts,CA,2021-09-22 16:11:25,47.5999,-53.2648,75.51,52,23,3.0
184,Leh,IN,2021-09-22 16:11:25,34.1667,77.5833,58.33,37,7,6.6
185,Muroto,JP,2021-09-22 16:11:25,33.2833,134.15,76.8,81,1,6.53
186,Evensk,RU,2021-09-22 16:11:26,61.95,159.2333,42.33,91,100,7.45
187,Saldanha,ZA,2021-09-22 16:11:26,-33.0117,17.9442,65.57,57,75,13.27
188,Bethel,US,2021-09-22 16:11:26,41.3712,-73.414,78.03,83,75,1.01
189,San-Pedro,CI,2021-09-22 16:11:26,4.7485,-6.6363,80.44,80,79,9.33
190,Nanortalik,GL,2021-09-22 16:11:27,60.1432,-45.2371,41.68,73,98,4.94
191,Cidreira,BR,2021-09-22 16:11:27,-30.1811,-50.2056,65.12,59,11,14.76
192,Pacific Grove,US,2021-09-22 16:11:27,36.6177,-121.9166,75.61,93,90,1.01
193,Clyde River,CA,2021-09-22 16:11:28,70.4692,-68.5914,31.5,79,91,11.34
194,Chumikan,RU,2021-09-22 16:11:28,54.7183,135.315,42.55,67,0,5.93
195,Marawi,PH,2021-09-22 16:11:28,7.9986,124.2928,65.64,95,94,1.16
196,Batagay-Alyta,RU,2021-09-22 16:11:28,67.8006,130.4114,27.48,96,94,3.91
197,Ribeira Grande,PT,2021-09-22 16:11:29,38.5167,-28.7,75.6,73,40,14.97
198,Tawang,IN,2021-09-22 16:11:29,27.5833,91.8667,53.4,94,93,1.16
199,Pisco,PE,2021-09-22 16:11:29,-13.7,-76.2167,67.01,72,20,6.91
200,Skelleftea,SE,2021-09-22 16:11:29,64.7507,20.9528,50.0,66,75,1.99
201,Zhezkazgan,KZ,2021-09-22 16:11:30,47.8043,67.7144,49.8,31,1,9.44
202,Eyemouth,GB,2021-09-22 16:11:30,55.8713,-2.0901,64.83,74,98,8.01
203,Hambantota,LK,2021-09-22 16:11:30,6.1241,81.1185,81.82,82,31,15.93
204,College,US,2021-09-22 16:11:30,64.8569,-147.8028,27.81,83,75,0.0
205,Saint-Pierre,RE,2021-09-22 16:11:31,-21.3393,55.4781,69.44,74,0,3.44
206,Tuktoyaktuk,CA,2021-09-22 16:11:31,69.4541,-133.0374,34.95,69,100,16.15
207,Bonfim,BR,2021-09-22 16:11:31,3.0833,-59.95,79.34,80,100,2.28
208,Kurtamysh,RU,2021-09-22 16:11:31,54.9103,64.4319,44.73,68,100,6.04
209,Cap Malheureux,MU,2021-09-22 16:11:32,-19.9842,57.6142,73.47,64,20,8.99
210,Anzio,IT,2021-09-22 16:11:32,41.4853,12.6179,81.52,61,7,11.45
211,Singosari,ID,2021-09-22 16:11:32,-7.8924,112.6658,76.55,90,88,0.76
212,Geraldton,AU,2021-09-22 16:11:33,-28.7667,114.6,55.81,67,0,2.3
213,Souillac,MU,2021-09-22 16:11:33,-20.5167,57.5167,73.36,67,21,14.67
214,Iqaluit,CA,2021-09-22 16:11:33,63.7506,-68.5145,33.17,86,100,13.31
215,Shellbrook,CA,2021-09-22 16:11:34,53.2168,-106.4011,64.22,29,21,11.14
216,Groningen,NL,2021-09-22 16:11:34,53.25,6.75,68.04,71,8,4.0
217,Sobolevo,RU,2021-09-22 16:11:34,54.4299,31.8996,39.07,98,100,6.17
218,Marzuq,YE,2021-09-22 16:11:34,14.4,46.4667,80.82,55,68,8.84
219,Otavi,NA,2021-09-22 16:11:35,-19.65,17.3333,90.81,9,76,8.01
220,Rawson,AR,2021-09-22 16:11:35,-43.3002,-65.1023,68.72,33,56,18.92
221,Darhan,MN,2021-09-22 16:11:35,49.4867,105.9228,42.03,76,27,4.34
222,Kalmunai,LK,2021-09-22 16:11:35,7.4167,81.8167,79.65,85,59,5.35
223,Ostrovnoy,RU,2021-09-22 16:11:36,68.0531,39.5131,42.35,76,94,20.07
224,Sioux City,US,2021-09-22 16:11:36,42.5,-96.4003,65.19,50,0,3.0
225,San Patricio,US,2021-09-22 16:11:36,28.017,-97.5169,80.69,32,97,18.07
226,Jardim,BR,2021-09-22 16:11:37,-21.4803,-56.1381,98.74,25,37,3.33
227,Naryan-Mar,RU,2021-09-22 16:11:37,67.6713,53.087,39.85,78,2,5.75
228,Ustyuzhna,RU,2021-09-22 16:11:37,58.8394,36.4321,42.28,93,100,11.03
229,Mizdah,LY,2021-09-22 16:09:21,31.4451,12.9801,96.01,10,3,5.66
230,Sept-Iles,CA,2021-09-22 16:10:05,50.2001,-66.3821,62.26,81,94,1.99
231,Aswan,EG,2021-09-22 16:11:38,24.0934,32.907,99.21,11,1,10.54
232,Abha,SA,2021-09-22 16:11:38,18.2164,42.5053,70.05,60,40,11.5
233,Lodwar,KE,2021-09-22 16:11:38,3.1191,35.5973,92.12,27,3,11.05
234,Lavrentiya,RU,2021-09-22 16:11:38,65.5833,-171.0,29.95,75,25,6.96
235,Aksarka,RU,2021-09-22 16:11:39,66.5606,67.7975,39.96,86,100,6.93
236,Quatre Cocos,MU,2021-09-22 16:11:39,-20.2078,57.7625,73.09,66,48,15.05
237,Olafsvik,IS,2021-09-22 16:11:39,64.8945,-23.7142,41.58,74,87,8.21
238,Aliwal North,ZA,2021-09-22 16:11:40,-30.6937,26.7114,67.78,21,0,6.35
239,Korla,CN,2021-09-22 16:11:40,41.7597,86.1469,71.06,30,28,17.81
240,Tak Bai,TH,2021-09-22 16:11:40,6.2595,102.0546,79.74,83,98,3.44
241,Mehamn,NO,2021-09-22 16:11:40,71.0357,27.8492,48.38,76,75,43.73
242,Bengkulu,ID,2021-09-22 16:11:41,-3.8004,102.2655,76.69,90,92,4.29
243,Derzhavinsk,KZ,2021-09-22 16:11:41,51.1,66.3167,46.27,40,13,3.31
244,Rovaniemi,FI,2021-09-22 16:11:42,66.5,25.7167,44.01,70,0,13.8
245,Chuy,UY,2021-09-22 16:11:42,-33.6971,-53.4616,61.38,64,11,12.53
246,Lagoa,PT,2021-09-22 16:11:42,39.05,-27.9833,70.68,75,0,12.55
247,Bucu,RO,2021-09-22 16:11:42,44.6053,27.4934,52.63,65,100,4.83
248,Muzhi,RU,2021-09-22 16:11:43,65.3667,64.6667,40.75,89,82,10.76
249,Murakami,JP,2021-09-22 16:11:43,38.2333,139.4833,64.94,94,100,3.22
250,Tautira,PF,2021-09-22 16:11:44,-17.7333,-149.15,75.22,74,100,5.59
251,Narsaq,GL,2021-09-22 16:11:44,60.9167,-46.05,41.22,59,97,2.84
252,Provideniya,RU,2021-09-22 16:11:44,64.3833,-173.3,30.9,63,1,4.81
253,Biltine,TD,2021-09-22 16:11:44,14.5333,20.9167,95.67,26,0,1.52
254,Yekaterinovka,RU,2021-09-22 16:11:45,52.0508,44.3451,52.41,76,96,3.06
255,Adiake,CI,2021-09-22 16:11:45,5.2863,-3.304,80.19,78,99,6.82
256,Lubbock,US,2021-09-22 16:07:22,33.6001,-101.8338,68.25,33,1,3.0
257,Wiang Sa,TH,2021-09-22 16:11:45,8.6359,99.3666,75.69,90,96,2.48
258,Calatayud,ES,2021-09-22 16:11:46,41.3535,-1.6432,72.18,47,35,11.16
259,Hovd,MN,2021-09-22 16:11:46,48.0056,91.6419,44.83,35,0,2.33
260,Shihezi,CN,2021-09-22 16:11:46,44.3,86.0333,59.2,22,63,7.27
261,Rocha,UY,2021-09-22 16:11:47,-34.4833,-54.3333,62.76,59,28,11.39
262,Praya,CV,2021-09-22 16:11:47,14.9215,-23.5087,88.34,55,0,14.97
263,Koygorodok,RU,2021-09-22 16:11:47,60.445,50.9968,43.02,74,66,5.79
264,Kavaratti,IN,2021-09-22 16:11:47,10.5669,72.642,82.0,79,94,17.16
265,Bethlehem,BR,2021-09-22 16:11:17,-1.4558,-48.5044,86.04,70,75,11.5
266,Sioux Lookout,CA,2021-09-22 16:11:48,50.1001,-91.917,56.82,54,5,6.69
267,Koslan,RU,2021-09-22 16:11:48,63.4564,48.8989,39.87,81,45,4.36
268,Marsh Harbour,BS,2021-09-22 16:11:48,26.5412,-77.0636,83.34,71,79,6.62
269,Artyom,AZ,2021-09-22 16:11:48,40.4723,50.333,73.54,79,27,13.71
270,Trincomalee,LK,2021-09-22 16:11:49,8.5711,81.2335,81.28,80,63,4.16
271,Nouakchott,MR,2021-09-22 16:11:49,18.0858,-15.9785,93.13,50,4,14.76
272,Ayorou,NE,2021-09-22 16:11:49,14.7308,0.9174,100.69,25,94,6.53
273,Shache,CN,2021-09-22 16:11:49,38.4167,77.2406,75.11,16,86,2.93
274,Bintulu,MY,2021-09-22 16:11:50,3.1667,113.0333,79.57,84,100,5.03
275,Grindavik,IS,2021-09-22 16:11:50,63.8424,-22.4338,41.47,75,40,10.36
276,Beipiao,CN,2021-09-22 16:11:50,41.7919,120.7792,55.9,79,0,5.32
277,San Quintin,MX,2021-09-22 16:11:50,30.4833,-115.95,78.26,62,2,4.12
278,Bogacs,HU,2021-09-22 16:11:51,47.9,20.5333,53.58,64,84,6.96
279,Prieska,ZA,2021-09-22 16:11:51,-29.6641,22.7474,76.87,7,77,6.33
280,Broome,US,2021-09-22 16:11:51,42.2506,-75.833,75.38,74,90,1.99
281,Mackay,AU,2021-09-22 16:11:52,-21.15,149.2,57.04,65,5,8.81
282,Monrovia,LR,2021-09-22 16:10:04,6.3005,-10.7969,81.88,73,100,8.86
283,Ginir,ET,2021-09-22 16:11:52,7.1333,40.7,66.4,59,49,6.51
284,Arlit,NE,2021-09-22 16:11:52,18.7369,7.3853,103.46,8,65,4.34
285,Dingle,PH,2021-09-22 16:11:52,10.9995,122.6711,76.1,89,99,3.2
286,Dandong,CN,2021-09-22 16:11:53,40.1292,124.3947,55.27,87,27,5.53
287,Sao Filipe,CV,2021-09-22 16:11:53,14.8961,-24.4956,80.42,74,35,4.47
288,Omboue,GA,2021-09-22 16:11:53,-1.5746,9.2618,80.17,75,43,12.08
289,Fortuna,US,2021-09-22 16:11:53,40.5982,-124.1573,57.54,88,56,3.38
290,Liuli,TZ,2021-09-22 16:11:54,-11.0833,34.6333,77.65,61,24,13.67
291,Ureki,GE,2021-09-22 16:11:54,41.9956,41.7786,63.84,80,100,12.59
292,Suffolk,US,2021-09-22 16:11:54,40.8668,-72.7996,78.94,86,90,8.99
293,Ulaanbaatar,MN,2021-09-22 16:11:54,47.9077,106.8832,39.33,81,20,6.71
294,Namibe,AO,2021-09-22 16:11:55,-15.1961,12.1522,66.61,77,11,10.25
295,George Town,MY,2021-09-22 16:11:27,5.4112,100.3354,81.9,68,20,0.0
